placeid,contentsid,contentscd,title,regioncd_value,regioncd_label,region1cd_value,region1cd_label,region2cd_value,region2cd_label,tag
3007,CNTS_300000000015659,c4,그랜마스 서귀포 신시가지점,4,남부,region2,서귀포시,21,서귀포시내,"서귀포시내, 브런치, 샌드위치, 파니니, 커피, 에이드,클럽샌드위치"
3008,CNTS_200000000014638,c4,카페귤한가,3,서부,region1,제주시,13,한림,"한림, 협재, 카페, 감귤라떼, 감귤차, 에그타르트, 감귤칩, 크로아상, 청귤에이드, 감귤에이드, 감귤커피,감귤비앙코, 감귤라떼"
3009,CNTS_300000000012780,c3,세난포레스트,1,북부,region1,제주시,15,조천,"커플,친구,휴식/힐링,공방, 워케이션,공용주차장,현금결제,카드결제,화장실,무료 WIFI,편의점,음료대,유도 및 안내시설,경보 및 피난시설,카드결제,현금결제,,영어,,어려움,없음,동반불가능,없음,전체금연,식음료장,세탁서비스,인터넷,비즈니스시설,,유아침대,,없음,운행안함"
3010,CNTS_200000000013018,c4,담다,3,서부,region1,제주시,13,한림,"협재해수욕장,매생이,보말,음식,식당,보말칼국수,죽,보말죽,전복,닭칼국수,전,고기만두,김치만두,공용주차장,화장실,무료 WIFI,매생이보말칼국수, 보말죽,어린이 출입가능,가능"
3011,CNTS_200000000012635,c4,파라토도스,3,서부,region1,제주시,13,한림,"브런치,카페,커피,음료,식사,금능해변맛집,음식,우수관광사업체,칵테일,파스타,해산물토마토파스타,알리오올리오파스타,카페라떼,샐러드,스무디,플레인요거트스무디,쉐이크,에이드,자몽에이드,레몬에이드,라떼,말차라떼,진저라떼,딸기라떼,고구마라떼,아메리카노,피자,불고기피자,카레,공용주차장,화장실,무료 WIFI,우수관광사업체,3단트레이, 감바스파스타, 문어페스츄리피자, 학센,어린이 출입가능,가능"
3012,CNTS_200000000013015,c4,제주머슴네,3,서부,region1,제주시,13,한림,"협재,전복김밥,흑돼지꼬치구이,음식,식당,공용주차장,화장실,무료 WIFI,전복김밥(어묵), 전복김밥(흑돼지),어린이 출입가능,가능"
3013,CNTS_300000000015626,c4,더웨이팅,2,동부,region2,서귀포시,26,표선,"성산, 등심카츠, 안심카츠, 경양식돈까스, 유부우동, 소바, 카레,등심카츠, 모둠카츠"
3014,CNTS_200000000013006,c4,포스트커피,1,북부,region1,제주시,11,제주시내,"이도동,커피,블랙티,음식,카페,에스프레소,아메리카노,콜드브루,콜드브루라떼,핸드드립커피,카페라떼,플랫화이트,카푸치노,바닐라라떼,카라멜라떼,라떼,에이드,밀크티,핫초코,아이스초코,레몬에이드,캐모마일,레몬차,청귤차,차,공용주차장,화장실,무료 WIFI,플라워댄스, 몬피, 머그워트,어린이 출입가능,가능"
3015,CNTS_200000000012453,c2,소소한담,1,북부,region1,제주시,12,애월,"쇼핑,무료 WIFI,공용주차장,카드결제,현금결제"
3016,CNTS_300000000015994,c2,포코아포코,1,북부,region1,제주시,12,애월,"애월, 하귀, 소품샵, 식기류, 잡화"
3017,CNTS_200000000015137,c2,마켓제주,1,북부,region1,제주시,12,애월,"애월, 구엄리, 소품샵, 액세서리, 잡화, 문구류"
3018,CNTS_300000000015692,c4,볼고롱짬뽕,4,남부,region2,서귀포시,21,서귀포시내,"서귀포시내, 짬뽕,우육짬뽕"
3019,CNTS_200000000012968,c4,그리트커피,1,북부,region1,제주시,11,제주시내,"아라동,크로플,음식,카페,에스프레소,아메리카노,핸드드립커피,아인슈페너,플랫화이트,디저트,공용주차장,화장실,무료 WIFI,그리트 커피, 크로플,어린이 출입가능,가능"
3020,CNTS_300000000015983,c4,레몬뮤지엄,4,남부,region2,서귀포시,25,남원,"서귀포, 남원, 레몬, 레몬에이드, 영귤, 댕유자, 당근주스,제주찐레몬에이드, 제주레몬아이스크림"
3021,CNTS_200000000014322,c4,늘보의작업실,2,동부,region1,제주시,16,구좌,"식당,양식,파스타,음식,와인,칵테일,위스키,샴페인,공용주차장,카드결제,화장실,무료 WIFI,흡연구역,카드결제,,,양식(파스타) / 부라타치즈 / 카나페 / 아이스크림 / 논알콜 / 와인 / 위스키 / 꼬냑 / 데낄라 / 칵테일,어린이 출입불가,,가능,있음"
3022,CNTS_200000000012690,c4,본디국수,1,북부,region1,제주시,11,제주시내,"고기국수,구제주,향토음식,음식,식당,비빔국수,멸치국수,콩국수,몸국,따로국밥,돔베고기,물만두,파전,도토리묵무침,고등어구이,국수,국밥,공용주차장,화장실,무료 WIFI,흡연구역,고기국수, 비빔국수, 돔베고기,어린이 출입가능,불가능"
3023,CNTS_200000000012550,c4,김서방재첩해장국,1,북부,region1,제주시,11,제주시내,"재첩해장국,북어해장국,국밥,숙취해소,로컬식당,음식,식당,성게미역국,재첩국,화장실,무료 WIFI,재첩해장국, 북어해장국,어린이 출입가능,불가능"
3024,CNTS_300000000015677,c4,러디스,4,남부,region2,서귀포시,21,서귀포시내,"서귀포시내, 강정동, 라떼, 커피, 베이커리, 크루아상, 소금빵,바다라떼"
3025,CNTS_200000000014700,c4,릴로,2,동부,region1,제주시,16,구좌,"구좌읍, 종달리, 브런치카페, 감자수프, 연어파테, 타르틴, 브런치, 샌드위치, 치킨수프, 커피,바게트 연어파테, 제주감자수프"
3026,CNTS_200000000012595,c4,참맛나김밥,1,북부,region1,제주시,11,제주시내,"신제주,김밥,열무국수,음식,식당,참치김밥,치즈김밥,김치김밥,멸치김밥,멸치고추김밥,콩국수,칼국수,수제비,비빔국수,어묵국수,쫄면,라면,비빔밥,만두국,공용주차장,무료 WIFI,화장실,열무국수, 멸추김밥,어린이 출입가능,불가능"
3027,CNTS_200000000009518,c4,스마일러 카페,1,북부,region1,제주시,12,애월,"아이,테마공원,카페,음식,아메리카노,식당,카페라떼,카페모카,카라멜마끼아또,라떼,아이스티,복숭아아이스티,레몬에이드,에이드,주스,레몬티,초코라떼,고구마라떼,현금결제,카드결제,화장실,무료 WIFI,카드결제,현금결제,,"
3028,CNTS_300000000015716,c4,애월당 제주공항점,1,북부,region1,제주시,11,제주시내,"제주시내, 제주공항, 현무암크림빵, 마카롱, 베이커리,돌크림빵"
3029,CNTS_200000000012748,c4,칠돈가 본점,1,북부,region1,제주시,11,제주시내,"돼지고기,흑돼지,제주흑돼지,김치찌개,근고기,음식,식당,냉면,비빔냉면,물냉면,된장찌개,공용주차장,화장실,무료 WIFI,칠돈가근고기(백돼지), 흑도야지근고기,어린이 출입가능,가능"
3030,CNTS_200000000012676,c4,커피스케치,4,남부,region2,서귀포시,23,안덕,"크로플,아포가토,커피,음료,디저트,용머리해안,음식,카페,크림라떼,에스프레소,아메리카노,콜드브루,콜드브루라떼,카페라떼,카푸치노,바닐라라떼,라떼,청귤차,요거트스무디,말차라떼,유자차,블루베리레몬에이드,오미자차,차,케이크,공용주차장,화장실,무료 WIFI,브라운치즈크로플, 향포가토,어린이 출입가능,가능"
3031,CNTS_200000000014707,c4,로맨틱새우,1,북부,region1,제주시,12,애월,"애월, 곽지, 새우, 코코넛쉬림프, 오므라이스, 가든샐러드, 파스타,레드빅뱅 쉬림프, 코코넛 쉬림프"
3032,CNTS_300000000015665,c4,넝쿨하눌가든,1,북부,region1,제주시,11,제주시내,"제주시내, 아라동, 오리탕, 오리전골, 삼계탕,오리탕"
3033,CNTS_200000000014328,c4,블랙피그,4,남부,region2,서귀포시,23,안덕,"음식점,흑돼지,음식,식당,오겹살,순두부,갈치조림,갈치,고등어,고등어조림,김치찌개,냉면,비빔냉면,물냉면,무장애관광,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설,카드결제,현금결제,,,단독접근가능,단차없음,쉬움,흑돼지,김치찌개 차돌된장찌개,어린이 출입가능,유아의자,,가능,없음"
3034,CNTS_300000000015630,c4,미스터크랩,4,남부,region2,서귀포시,25,남원,"서귀포, 남원, 킹크랩, 랍스터, 새우, 전복, 가리비,킹크랩, 랍스터"
3035,CNTS_200000000013517,c4,털보네 장원랜드,1,북부,region1,제주시,11,제주시내,"음식,식당,일식,장어덮밥,오리로스,회,돼지고기,안전여행스탬프,스시,스끼야끼,카이센동,초밥,장어,장어구이,무장애관광,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,유도 및 안내시설,카드결제,현금결제,,영어,일본어,,단차없음,장애인 전용 주차장,쉬움,장어, 일식, 로스 구이, 오리탕,어린이 출입가능,유아의자,,가능,없음"
3036,CNTS_200000000012641,c4,싱싱잇,3,서부,region1,제주시,13,한림,"트러플머쉬룸파스타,싱싱잇시그니처흑돼지바베큐,음식,식당,술,위스키,양주,와인,화이트와인,레드와인,앱솔루트보드카,샴페인,롱아일랜드아이스티,모히또,바비큐,그릴소세지,상하이해물파스타,파스타,알리오올리오파스타,치즈,샐러드,카프레제샐러드,시저샐러드,아이스크림,공용주차장,화장실,무료 WIFI,흡연구역,트러플머쉬룸파스타, 싱싱잇시그니처흑돼지바베큐,어린이 출입불가,가능"
3037,CNTS_200000000008500,c3,동복리671,2,동부,region1,제주시,16,구좌,"동복, 게스트하우스,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,유도 및 안내시설,경보 및 피난시설,카드결제,현금결제,,쉬움,1성급,동반불가능,무료제공,흡연구역제공,식음료장,세미나실,연회장,인터넷,바베큐장,비즈니스시설,기타궁금한거문의주세요,,운행안함"
3038,CNTS_200000000012673,c4,카페빠네띠에,1,북부,region1,제주시,11,제주시내,"빵,커피,음료,빵지순례,제주빵집,베이커리,음식,카페,유자차,쉐이크,플레인요거트,밀크티,아포가토,아메리카노,카페라떼,카푸치노,에스프레소,바닐라빈라떼,연유라떼,아인슈페너,팥빵,에그타르트,공용주차장,화장실,무료 WIFI,무화과깜빠뉴, 제주통밀식빵, 리얼바닐라빈라떼,어린이 출입가능,가능"
3039,CNTS_300000000015738,c4,새벽야시장,4,남부,region2,서귀포시,24,중문,"서귀포, 중문, 딱새우회, 고등어회, 갈치회,고등어회, 딱새우회"
3040,CNTS_200000000012980,c4,연동길,1,북부,region1,제주시,11,제주시내,"연동,낙지볶음,청국장,음식,식당,새우볶음,화장실,무료 WIFI,낙지볶음, 청국장,어린이 출입가능,가능"
3041,CNTS_200000000013092,c4,바보라면,2,동부,region1,제주시,16,구좌,"한동리,해맞이해안로,해물라면,음식,식당,라면,딱새우,문어숙회,탕수육,새우볶음밥,덮밥,공용주차장,화장실,무료 WIFI,해물라면, 탕수육, 연어초밥,어린이 출입가능,불가능"
3042,CNTS_200000000014755,c4,만족한상회,4,남부,region2,서귀포시,24,중문,"서귀포, 중문, 한정식, 갈치, 갈치조림, 우럭탕수, 통갈치구이, 간장게장, 갈치뼈강정,갈치조림뚝배기"
3043,CNTS_300000000012814,c3,제주더힐링하우스,2,동부,region1,제주시,16,구좌,"숙소, 성산일출봉인근, 독채펜션, 멍비치, 가족실, 반려동물동반입장, 반려동물동반_숙소,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,음료대,유도 및 안내시설,경보 및 피난시설,카드결제,온라인결제,,단독접근가능,쉬움,없음,동반가능,없음,흡연구역제공,인터넷,바베큐장,공용건조기 시설,"
3044,CNTS_300000000015897,c4,바다바라,4,남부,region2,서귀포시,24,중문,"서귀포, 중문, 카페, 한라봉, 아이스크림, 에이드, 몽블랑, 커피, 콜드브루,생크림딸기몽블랑, 한라봉에이드"
3045,CNTS_300000000015739,c4,충민정,1,북부,region1,제주시,11,제주시내,"제주시내, 용담, 통갈치구이, 보말미역국, 고등어조림, 갈치조림, 고등어구이,통갈치구이"
3046,CNTS_300000000015668,c4,논짓물식당,1,북부,region1,제주시,11,제주시내,"제주시내, 연동, 갈치조림,생물갈치조림"
3047,CNTS_200000000012726,c4,웰덤대게고로케 올레시장점,4,남부,region2,서귀포시,21,서귀포시내,"대게, 고로케, 서귀포, 올레시장, 간식,대게고로케, 대게그라탕,어린이 출입가능,불가능"
3048,CNTS_200000000012563,c4,산굼부리카페,1,북부,region1,제주시,15,조천,"산굼부리,커피,기념품,음식,카페,공용주차장,화장실,무료 WIFI,커피,아메리카노, 청귤차, 아이스크림, 달고나라떼,어린이 출입가능,가능"
3049,CNTS_200000000014728,c4,도라지식당,1,북부,region1,제주시,11,제주시내,"제주시내, 향토음식전문점, 갈치조림, 한치구이, 한치물회, 성게미역국, 접짝뼈국, 돔베고기,갈치조림, 한치구이"
3050,CNTS_200000000012586,c4,두루김밥,1,북부,region1,제주시,11,제주시내,"신제주,노형동,김밥,음식,식당,오이김밥,치즈김밥,참치김밥,멸치고추김밥,김치김밥,소고기김밥,참치김치김밥,고추참치김밥,샐러드김밥,돈까스김밥,주먹밥,참치주먹밥,쇠고기주먹밥,꼬마김밥,떡볶이,치즈떡볶이,매운떡볶이,라볶이,수제돈까스,라면,치즈라면,떡라면,얼큰라면,화장실,무료 WIFI,김밥,고추참치김밥, 멸추김밥, 돈까스김밥,어린이 출입가능,가능"
3051,CNTS_200000000013124,c4,게우지코지 카페,4,남부,region2,서귀포시,21,서귀포시내,"쇠소깍,에이드,발효빵,샤워도우,디저트카페,빵지순례,음식,카페,빵,베이커리,아메리카노,카페라떼,바닐라라떼,카라멜마끼아또,생과일주스,얼그레이,허브티,초코라떼,밀크티,레몬티,자몽에이드,공용주차장,화장실,무료 WIFI,에이드, 크로와상, 호두타르트,어린이 출입가능,불가능"
3052,CNTS_200000000013076,c4,패밀리만두,1,북부,region1,제주시,11,제주시내,"연동,고기만두,옛날만두,김치만두,새우만두,찐빵,음식,식당,만두,화장실,무료 WIFI,고기만두, 김치만두, 옛날만두,어린이 출입가능,가능"
3053,CNTS_300000000015669,c4,늘소담,1,북부,region1,제주시,11,제주시내,"제주시내, 탑동, 국수, 물회, 고기국수,제주바당물회국수, 흑돼지홍국수"
3054,CNTS_200000000012672,c4,카페록록,2,동부,region1,제주시,16,구좌,"에그타르트,구좌카페,커피,디저트,음식,카페,에스프레소,아메리카노,카페라떼,카푸치노,크림라떼,코코넛라떼,라떼,홍차,밀크티,청귤차,차,아이스초코,핫초코,스무디,반려동물,반려동물동반입장,반려동물동반_식당카페,공용주차장,화장실,무료 WIFI,록록크림라떼, 에그타르트,어린이 출입가능,불가능"
3055,CNTS_300000000015803,c4,제주예찬,1,북부,region1,제주시,11,제주시내,"제주시내, 노형동, 갈치구이, 갈치조림, 간장게장, 고등어구이,은갈치구이한상"
3056,CNTS_200000000012603,c4,다니쉬,1,북부,region1,제주시,15,조천,"브런치,함덕빵집,제주빵집,빵지순례,음식,식당,빵,베이커리,토스트,프렌치토스트,샌드위치,차,밀크티,홍차,허브티,커피,라떼,콜드브루,반려동물,반려동물동반입장,혼저옵서개,반려동물동반_식당카페,공용주차장,화장실,무료 WIFI,포카치아, 잠봉뵈르샌드위치, 브리오슈식빵,어린이 출입가능,가능"
3057,CNTS_200000000012669,c4,르토아 베이스먼트,2,동부,region1,제주시,16,구좌,"세화카페, 소금빵,공용주차장,화장실,무료 WIFI,크럼블모카, 코코넛커피, 앙버터,어린이 출입가능,불가능"
3058,CNTS_200000000007151,c3,다인리조트,1,북부,region1,제주시,12,애월,"야영장,캠핑장,숙소,리조트,공공와이파이존,수영장,주차장,양식레스토랑,언택트,가족호텔,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,유도 및 안내시설,경보 및 피난시설,카드결제,현금결제,,영어,,쉬움,없음,동반불가능,유료제공,흡연구역제공,식음료장,세미나실,풀장,세탁서비스,인터넷,바베큐장,비즈니스시설,야외라이브가든(BBQ), 야외수영장, 키즈풀장, 비즈니스실, 세미나장, ,,없음,운행안함"
3059,CNTS_200000000014810,c4,오만정성 제주협재점,3,서부,region1,제주시,13,한림,"한림, 협재, 해물전골, 고사리갈치조림, 갈치조림, 딱새우, 문어, 가리비, 전복,고사리갈치조림"
3060,CNTS_200000000011534,c4,신화테라스,4,남부,region2,서귀포시,23,안덕,"휴식/힐링,카페,음식,뷔페, 식당,제주신화월드,샐러드,소고기스튜, 나시고랭,미고랭,동남아음식,인도네시아,아메리카노,홍차,녹차,공용주차장,현금결제,카드결제,화장실,카드결제,현금결제,,,,"
3061,CNTS_200000000012631,c4,안녕협재씨,3,서부,region1,제주시,13,한림,"협재포구,비빔밥,퓨전음식,음식,식당,딱새우,새우장,전복비빔밥,문어비빔밥,돼지수육,수육,공용주차장,무료 WIFI,화장실,딱새우장비빔밥, 통전복내장비빔밥, 돌문어장비빔밥,어린이 출입가능,불가능"
3062,CNTS_200000000013100,c4,으뜨미,2,동부,region1,제주시,16,구좌,"송당리,우럭,해물뚝배기,음식,식당,전복해물뚝배기,육개장,자리물회,한치물회,공용주차장,화장실,무료 WIFI,우럭정식, 전복해물뚝배기,어린이 출입불가,불가능"
3063,CNTS_200000000014887,c4,산노루,3,서부,region1,제주시,14,한경,"한경면, 조수리, 녹차, 말차, 말차라떼, 플랫화이트, 호지차,말차라떼"
3064,CNTS_200000000014917,c4,어반정글 부얀트무드,2,동부,region2,서귀포시,17,성산,"성산, 브런치, 파스타, 감자튀김, 반미, 햄버거, 커피, 에이드,반려동물,반려동물동반입장,혼저옵서개,반려동물동반_식당카페,갈릭 쵸리죠 파스타, 제주 딱새우 파스타"
3065,CNTS_200000000012569,c4,라운지엑스 애월점,1,북부,region1,제주시,12,애월,"로봇드립커피,로봇카페,음식,식당,핸드드립커피,핸드드립과테말라,핸드드립에티오피아코케허니,아메리카노,카페라떼,바닐라라떼,아인슈페너,라떼,아이스크림,차,캐모마일,얼그레이,페퍼민트,피자,페퍼로니피자,불고기피자,공용주차장,화장실,무료 WIFI,커피,로봇드립커피, 제주블렌드, 우도땅콩플랫,어린이 출입가능,불가능"
3066,CNTS_300000000015969,c4,삼도제과,1,북부,region1,제주시,11,제주시내,"제주시내, 이도동, 중앙로, 빵집, 베이커리, 식빵, 연유브레드, 맘모스빵, 소금빵,쫀득모찌, 앙버터, 올리브치즈치아바타"
3067,CNTS_200000000013059,c4,블랑제리,4,남부,region2,서귀포시,21,서귀포시내,"동흥동,유기농빵,치아바타,빵지순례,깜빠뉴,앙버터,음식,카페,빵,베이커리,바게트,케이크,치즈케이크,공용주차장,화장실,무료 WIFI,뺑드블랑, 앙버터, 단호박깜빠뉴,어린이 출입가능,불가능"
3068,CNTS_200000000012637,c4,협재칼국수,3,서부,region1,제주시,13,한림,"제주맛집,칼국수,죽,물회,숙회,협재해수욕장,음식,식당,해물칼국수,전복죽,보말칼국수,문어숙회,한치물회,화장실,무료 WIFI,보말칼국수, 문어숙회,어린이 출입가능,불가능"
3069,CNTS_200000000015019,c2,그림쟁이몬나니,1,북부,region1,제주시,15,조천,"쇼핑, 관광기념품, 소품"
3070,CNTS_300000000015774,c4,고서방짬뽕,1,북부,region1,제주시,11,제주시내,"제주시내, 아라동, 짬뽕,고추짬뽕, 굴짬뽕, 탕수육"
3071,CNTS_300000000015704,c4,쇠소깍빵명장,4,남부,region2,서귀포시,21,서귀포시내,"서귀포, 하효동, 마늘빵, 소금빵, 크림빵, 마늘바게트, 살구파이, 롱소세지빵,육쪽마늘빵"
3072,CNTS_200000000012612,c4,야시장맛통령,1,북부,region1,제주시,11,제주시내,"동문시장,불초밥,야시장,음식,식당,딱새우,새우초밥,전복초밥,낙지호롱구이,고로케,게살고로케,꼬치구이,새우고로케,치즈감자,공용주차장,화장실,통전복초밥, 딱새우초밥, 왕치즈감자, 수제어묵고로케,어린이 출입가능,불가능"
3073,CNTS_200000000012739,c4,금능샌드,3,서부,region1,제주시,13,한림,"샌드위치, 금능해수욕장, 빵, 빵지순례,공용주차장,무료 WIFI,화장실,현무암샌드, 콰트로치즈파니니, 아보카도치즈파니니,어린이 출입가능,가능"
3074,CNTS_200000000007731,c4,가비오타카페,2,동부,region1,제주시,16,구좌,"카페,커피,케익,음식,팥빙수,망고빙수,아메리카노,카페라떼,에그타르트,주스,스무디,딸기스무디,망고스무디,플레인요거트스무디,코코넛스무디,프라페,민트초코프라페,모카프라페,눈꽃빙수,녹차팥빙수,과일주스,피자,페퍼로니피자,마르게리따피자,바게트,마늘바게트,허니브레드,크로크무슈,에스프레소,카푸치노,카페모카,바닐라라떼,헤이즐넛라떼,카라멜마끼아또,콜드브루,콜드브루라떼,라떼,초코라떼,고구마라떼,홍차라떼,차,캐모마일,페퍼민트,청귤차,레몬차,생강차,유자차,에이드,레몬에이드,자몽에이드,복숭아에이드,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,카드결제,현금결제,,,어려움"
3075,CNTS_300000000012903,c3,팜파스 호텔 제주,1,북부,region1,제주시,11,제주시내,"제주시숙박, 제주호텔, 3성급호텔, 해안도로, 공항근처,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,음료대,유도 및 안내시설,경보 및 피난시설,카드결제,,영어,중국어,,단독접근가능,단차없음,시각장애인 접근성,저상버스 접근 가능,장애인 화장실,승강기,장애인 전용 주차장,쉬움,3성급,동반불가능,없음,전체금연,연회장,인터넷,,,있음,운행안함"
3076,CNTS_200000000012557,c4,일품순두부 연동점,1,북부,region1,제주시,11,제주시내,"순두부찌개, 제주연동맛집,공용주차장,화장실,무료 WIFI,일품순두부, 해물순두부, 섞어순두부,어린이 출입가능,가능"
3077,CNTS_300000000016015,c4,플로트 제주,4,남부,region2,서귀포시,24,중문,"브런치, 카페, 와인, 스몰디쉬, 올데이브런치, 중문,공용주차장,카드결제,화장실,카드결제,현금결제,,영어,,,어린이 출입가능,"
3078,CNTS_300000000015986,c4,어왔니,1,북부,region1,제주시,11,제주시내,"제주시내, 생선회, 참돔, 딱새우, 방어, 뿔소라, 멍게, 전복,해산물모듬, 참돔회"
3079,CNTS_200000000014788,c4,산도위치제주본점,1,북부,region1,제주시,11,제주시내,"제주시내, 탑동, 카츠산도, 에비산도, 타마고산도, 샌드위치,카츠산도"
3080,CNTS_200000000014006,c2,농업회사법인(주)제주왕지케,3,서부,region1,제주시,14,한경,"전통주,양조장,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,경보 및 피난시설,카드결제,현금결제,,영어,중국어,일본어,,단독접근가능,단차없음,저상버스 접근 가능,장애인 전용 주차장,쉬움,농수산,기념품/소품,전통주,가능"
3081,CNTS_200000000009371,c3,제주머무리,4,남부,region2,서귀포시,23,안덕,"부모,커플,친구,아이,펜션,바베큐,감귤농장,화장실,무료 WIFI,흡연구역,유도 및 안내시설,경보 및 피난시설,현금결제,계좌이체,영어,,청각장애인 접근성,시각장애인 접근성,동반불가능,없음,흡연구역제공,인터넷,바베큐장,농장둘레길,,운행안함"
3082,CNTS_300000000015964,c4,화양양,1,북부,region1,제주시,11,제주시내,"제주시내, 연동, 양고기, 프랜치랙, 숄더랙, 고량주,프랜치랙, 양 양념목살"
3083,CNTS_300000000015658,c4,구이사이,1,북부,region1,제주시,12,애월,"애월, 정식, 고등어정식, 양념갈비, 오겹살, 동태전골, 된장찌개, 순두부, 김치찌개,고등어정식"
3084,CNTS_200000000014830,c4,임금님밥상,1,북부,region1,제주시,11,제주시내,"제주시내, 노형동, 생선구이, 백반, 고등어구이, 오징어볶음, 갈치조림"
3085,CNTS_300000000015633,c4,옥란면옥,1,북부,region1,제주시,15,조천,"조천, 물냉면, 빈대떡, 메밀국수, 비빔냉면,물냉면, 메밀온면, 빈대떡"
3086,CNTS_200000000012555,c4,윤옥,1,북부,region1,제주시,11,제주시내,"라멘,제주시 라멘,자가제면,음식,식당,라면,공용주차장,화장실,무료 WIFI,라면,윤라멘, 쇼유라멘, 토마토절임, 닭껍질교자,어린이 출입가능,불가능"
3087,CNTS_200000000008958,c3,켄싱턴리조트 서귀포,4,남부,region2,서귀포시,21,서귀포시내,"부모,친구,커플,아이,휴식,리조트,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설,카드결제,현금결제,,영어,중국어,일본어,,저상버스 접근 가능,장애인 화장실,장애인 전용 주차장,쉬움,4성급,동반불가능,유료제공,흡연구역제공,식음료장,세미나실,풀장,스파,세탁서비스,연회장,인터넷,바베큐장,비즈니스시설,키즈라운지, 펀스테이션, 해수사우나, 세탁실, 노래방, 편의점,유아욕조,유아의자,키즈프로그램,없음,운행안함"
3088,CNTS_300000000015730,c4,제주선채향,4,남부,region2,서귀포시,23,안덕,"서귀포, 안덕면, 사계리, 전복칼국수, 전복죽, 전복회,전복칼국수"
3089,CNTS_200000000012700,c4,우도짜장맨,2,동부,region3,섬 속의 섬,31,우도,"우도,한치,짜장면,음식,식당,짬뽕,해물짬뽕,짜장밥,짬뽕밥,해물짬뽕밥,탕수육,무장애관광,공용주차장,화장실,무료 WIFI,흡연구역,엘리베이터,장애인 전용 주차장,장애인 화장실,톳 짜장면, 해물 짬뽕, 흑돼지 탕수육, 한치 톳 물회면,어린이 출입가능,가능"
3090,CNTS_200000000014812,c4,연탄과친한돼지,1,북부,region1,제주시,11,제주시내,"제주시내, 노형동, 흑돼지, 흑돼지근고기, 오겹살, 목살"
3091,CNTS_300000000015940,c4,제일성심당,2,동부,region2,서귀포시,17,성산,"성산, 고성리, 빵집, 빵, 디저트, 이불빵, 도넛, 케이크,이불빵, 떡도넛, 월넛브레드, 찹쌀소보루파이"
3092,CNTS_200000000011754,c4,블루메베이글,1,북부,region1,제주시,11,제주시내,"휴식/힐링,카페,음식,베이글,크림치즈,식당,아메리카노,카페라떼,바닐라라떼,말차라떼,딸기라떼,라떼,캐모마일,페퍼민트,블랙티,차,에이드,레몬에이드,자몽에이드,청포도에이드,복숭아에이드,플레인베이글,치즈베이글,샌드위치,햄치즈샌드위치,새우샌드위치,수프류,양송이크림스프,반려동물,반려동물동반입장,혼저옵서개,반려동물동반_식당카페,공용주차장,현금결제,카드결제,화장실,무료 WIFI,카드결제,현금결제,탐나는전,영어,,쉬움,패스트푸드,베이글,어린이 출입가능,,가능,없음"
3093,CNTS_300000000015657,c4,광양해장국집,1,북부,region1,제주시,11,제주시내,"제주시내, 제주시청, 소뼈해장국, 해장국, 내장탕,해장국"
3094,CNTS_200000000012982,c4,누옥,1,북부,region1,제주시,11,제주시내,"삼성혈,스테이,디저트카페,음식,카페,아메리카노,바닐라카페라떼,카페라떼,라떼,콜드브루,콜드브루라떼,에그타르트,베이글,햄치즈샌드위치,샌드위치,도넛,우유식빵,화장실,무료 WIFI,누옥커피, 에그타르트, 앙버터스콘,어린이 출입가능,불가능"
3095,CNTS_200000000007470,c4,랜딩 라운지,4,남부,region2,서귀포시,23,안덕,"커피,아이리쉬커피,칵테일,음식,아메리카노,바닐라라떼,카페라떼,녹차라떼,돌체라떼,딸기라떼,디저트,빵,제주신화월드,에이드,자몽에이드,레몬에이드,청포도에이드,에스프레소,차,꽃차,꿀차,녹차,홍차,무장애관광,공용주차장,화장실,무료 WIFI,편의점,음료대,흡연구역,유도 및 안내시설,경보 및 피난시설,카드결제,현금결제,Room charge, Shinhwa reward point, Landing casino point, Samsung pay, Union pay, Alipay, Wechat pay,영어,중국어,단독접근가능,단차없음,청각장애인 접근성,시각장애인 접근성,장애인 화장실,승강기,장애인 전용 주차장,수동 휠체어 대여 가능,-,어린이 출입불가,가능"
3096,CNTS_200000000012760,c4,탑해장국앤돈가스,1,북부,region1,제주시,11,제주시내,"신제주,해장국,돈가스,음식,식당,메밀비빔국수,돈까스,소바,메밀소바,돈가스정식,공용주차장,화장실,무료 WIFI,고기많이해장국, 버섯많이해장국, 돈가스세트, 메밀소바세트,어린이 출입가능,불가능"
3097,CNTS_200000000007311,c3,제주파인비치카라반,4,남부,region2,서귀포시,25,남원,"야영장,캠핑장,공용주차장,현금결제,카드결제,화장실,무료 WIFI,유도 및 안내시설,경보 및 피난시설,카드결제,현금결제,,영어,중국어,일본어,,어려움,없음,동반불가능,없음,전체금연,세탁서비스,인터넷,바베큐장,,,운행안함"
